lga,Borehole,Don't_Know,Handpump,Overhead_Tank,Rainwater_Harvesting_System,Tap,Unimproved,Unimproved_Large_Diameter_Well,Unimproved_Rainwater_Harvesting_System,Unimproved_Well,Unprotected_Spring,Untreated_Surface_Water,Average_Nighttime_mean,AREA,Latitude,Longitude,PERIMETER,Population,geometry,GROUPED_STATE,state_centroid,Distance_to_Center,pop_density,safe_water,unsafe_water,safe_ratio,unsafe_ratio,water_diversity,climate_stress,accessibility,compactness,Solar_Tier,Solar_Tier_Label,Cluster,Priority_Index,Recommendations,State_Allocation
osun atakunmosa west,24,11,0,0,0,67,0,0,0,42,1,1,0.066191409,578.505,7.492060476,4.675205419,154.998,80596.676,POINT (4.675205419 7.492060476),Osun,POINT (4.558789955700001 7.643681733666666),0.191158484,139.3188927,91,44,0.001129079,0.000545928,5,0.000475107,0.000330435,41.52838783,0.456356488,Medium,2,0.347751457,Prioritize urban/peri-urban service delivery,6.312050833
osun ayedaade,18,5,0,0,0,127,0,0,0,114,1,0,0.045567029,1050.332,7.295480736,4.309933481,243.493,168276.297,POINT (4.309933481 7.295480736),Osun,POINT (4.558789955700001 7.643681733666666),0.42798771,160.2124823,145,115,0.000861678,0.0006834,4,0.000284416,0.000407479,56.44771467,0.440366972,Medium,2,0.347858084,Prioritize urban/peri-urban service delivery,6.312050833
osun ayedire,29,5,0,0,0,98,0,0,0,114,1,2,0.043959673,281.556,7.543858021,4.240144314,83.498,81930.2361,POINT (4.240144314 7.543858021),Osun,POINT (4.558789955700001 7.643681733666666),0.333915885,290.990908,127,117,0.001550099,0.001428044,5,0.000151069,0.001185966,24.76209352,0.507994758,Medium,2,0.358070911,Prioritize urban/peri-urban service delivery,6.312050833
osun boluwaduro,26,0,0,0,0,88,1,0,0,48,1,2,0.066863367,149.761,7.918911784,4.81303383,59.331,75780.5871,POINT (4.81303383 7.918911784),Osun,POINT (4.558789955700001 7.643681733666666),0.374688575,506.0101568,114,52,0.001504343,0.000686192,6,0.000132138,0.00250191,23.50523542,0.619921363,Medium,2,0.375372354,Prioritize urban/peri-urban service delivery,6.312050833
osun boripe,13,1,0,0,0,75,0,0,0,114,1,2,0.217851515,138.454,7.839419999,4.683982743,68.804,217356.1805,POINT (4.683982743 7.839419999),Osun,POINT (4.558789955700001 7.643681733666666),0.232350387,1569.880108,88,117,0.000404865,0.000538287,5,0.00013877,0.001678177,34.19179234,0.800262123,High,2,0.796848066,Prioritize urban/peri-urban service delivery,6.312050833
osun ede north,3,1,0,0,0,105,2,0,0,108,1,0,0.67360109,107.371,7.709289901,4.507068493,50.841,123142.6297,POINT (4.507068493 7.709289901),Osun,POINT (4.558789955700001 7.643681733666666),0.083543649,1146.889101,108,111,0.000877032,0.000901394,5,0.000587329,0.000778084,24.07360722,0.850065531,High,2,0.765816004,Prioritize urban/peri-urban service delivery,6.312050833
osun ede south,8,2,58,0,0,38,14,1,0,0,0,0,0.111674583,230.891,7.633136688,4.46860016,63.73,132007.7409,POINT (4.46860016 7.633136688),Osun,POINT (4.558789955700001 7.643681733666666),0.09080417,571.7318601,46,15,0.000348464,0.00011363,4,0.000195327,0.000393277,17.59060726,0.678112713,High,1,0.713674757,Prioritize urban/peri-urban service delivery,6.312050833
osun egbedore,57,0,0,0,0,72,0,0,0,50,0,0,0.690908578,301.4,7.763581557,4.432031788,100.333,258518.0427,POINT (4.432031788 7.763581557),Osun,POINT (4.558789955700001 7.643681733666666),0.174480947,857.7240965,129,50,0.000498998,0.00019341,3,0.000805514,0.000578902,33.39983706,0.836435125,High,0,0.743162932,Prioritize urban/peri-urban service delivery,6.312050833
osun ejigbo,53,0,0,0,0,73,2,0,0,114,1,0,0.088224568,393.311,7.824314353,4.267609733,133.163,154442.7162,POINT (4.267609733 7.824314353),Osun,POINT (4.558789955700001 7.643681733666666),0.342657358,392.6732692,126,117,0.000815836,0.000757562,5,0.000224677,0.000871212,45.08489355,0.617824377,Medium,2,0.366789392,Prioritize urban/peri-urban service delivery,6.312050833
osun ife central,7,11,0,0,0,127,0,0,0,114,0,0,0.211202022,107.371,7.456244299,4.605470021,50.841,177299.6898,POINT (4.605470021 7.456244299),Osun,POINT (4.558789955700001 7.643681733666666),0.193162679,1651.280977,134,114,0.000755782,0.000642979,3,0.000127902,0.001799021,24.07360722,0.801572739,High,2,0.803620841,Prioritize urban/peri-urban service delivery,6.312050833
osun ife east,34,1,0,0,0,46,0,0,0,63,1,0,0.018085659,107.371,7.362839855,4.611643637,64.881,427405.9482,POINT (4.611643637 7.362839855),Osun,POINT (4.558789955700001 7.643681733666666),0.285772064,3980.646061,80,64,0.000187176,0.000149741,4,4.54E-06,0.002661539,39.20559705,0.607601573,Medium,0,0.664194019,Prioritize urban/peri-urban service delivery,6.312050833
osun ife north,35,1,0,0,0,96,0,0,0,80,0,2,0.121517793,978.382,7.285774967,4.469956445,198.053,125852.2472,POINT (4.469956445 7.285774967),Osun,POINT (4.558789955700001 7.643681733666666),0.368766384,128.6330362,131,82,0.001040903,0.000651558,4,0.000944686,0.000376915,40.09169303,0.498296199,Medium,2,0.351190619,Prioritize urban/peri-urban service delivery,6.312050833
osun ife south,0,0,20,18,0,6,14,0,0,0,0,0,0.006846578,702.191,7.199722401,4.596020432,150.775,137428.9051,POINT (4.596020432 7.199722401),Osun,POINT (4.558789955700001 7.643681733666666),0.445517674,195.7144211,24,14,0.000174636,0.000101871,3,3.50E-05,0.000634468,32.37452577,0.312975098,Low,1,0.015555746,Prioritize urban/peri-urban service delivery,6.312050833
osun ifedayo,0,0,44,22,0,7,14,0,0,0,0,0,0.063429,115.146,7.96253821,5.001676714,52.451,75780.5871,POINT (5.001676714 7.96253821),Osun,POINT (4.558789955700001 7.643681733666666),0.54572716,658.126093,29,14,0.000382684,0.000184744,3,9.64E-05,0.004739437,23.89234017,0.638269987,Medium,1,0.387424853,Prioritize urban/peri-urban service delivery,6.312050833
osun ifelodun,25,7,0,0,0,45,0,0,0,74,1,2,0.509253512,131.806,7.904281935,4.64751187,56.555,117189.7347,POINT (4.64751187 7.904281935),Osun,POINT (4.558789955700001 7.643681733666666),0.275289017,889.1077394,70,77,0.000597322,0.000657054,5,0.000572769,0.002088592,24.26648275,0.818610747,High,2,0.743981408,Prioritize urban/peri-urban service delivery,6.312050833
osun ila,35,3,0,0,0,52,0,0,0,114,1,2,0.031379888,333.442,7.977367932,4.900588148,94.173,105478.0964,POINT (4.900588148 7.977367932),Osun,POINT (4.558789955700001 7.643681733666666),0.477674034,316.3311652,87,117,0.000824816,0.001109235,5,9.92E-05,0.001432555,26.59699117,0.488073394,Medium,2,0.359505475,Prioritize urban/peri-urban service delivery,6.312050833
osun ilesha east,11,1,0,0,0,41,0,0,0,37,0,0,0.462934227,107.371,7.586148126,4.766445139,50.841,212828.0633,POINT (4.766445139 7.586148126),Osun,POINT (4.558789955700001 7.643681733666666),0.215478053,1982.174547,52,37,0.000244329,0.000173849,3,0.000233549,0.002006855,24.07360722,0.855570118,High,0,0.831916669,Prioritize urban/peri-urban service delivery,6.312050833
osun ilesha west,0,4,0,0,0,26,0,0,0,30,0,0,0.99723155,107.371,7.629649866,4.715074851,50.841,293358.9551,POINT (4.715074851 7.629649866),Osun,POINT (4.558789955700001 7.643681733666666),0.156913549,2732.199152,26,30,8.86E-05,0.000102264,2,0.000364992,0.001461415,24.07360722,0.912188729,High,0,0.895733189,Prioritize urban/peri-urban service delivery,6.312050833
osun irepodun,21,0,0,0,0,41,0,0,0,5,0,0,0.713534257,107.371,7.856745689,4.519425722,50.841,104900.4311,POINT (4.519425722 7.856745689),Osun,POINT (4.558789955700001 7.643681733666666),0.216669776,976.9903521,62,5,0.000591037,4.77E-05,3,0.000730339,0.002017954,24.07360722,0.846133683,High,0,0.752349459,Prioritize urban/peri-urban service delivery,6.312050833
osun irewole,5,1,0,0,0,107,1,0,0,114,0,1,0.071290301,309.774,7.384236534,4.218556432,77.992,163152.9011,POINT (4.218556432 7.384236534),Osun,POINT (4.558789955700001 7.643681733666666),0.427867576,526.6836503,112,116,0.000686473,0.00071099,5,0.000135357,0.001381225,19.6360962,0.630930537,Medium,2,0.377145515,Prioritize urban/peri-urban service delivery,6.312050833
osun isokan,26,11,0,0,0,31,0,0,0,114,0,0,0.026322682,196.454,7.270772152,4.18760634,57.96,105830.7954,POINT (4.18760634 7.270772152),Osun,POINT (4.558789955700001 7.643681733666666),0.526154761,538.7052206,57,114,0.000538596,0.001077191,3,4.89E-05,0.002678259,17.09999084,0.534993447,Medium,2,0.377608633,Prioritize urban/peri-urban service delivery,6.312050833
osun iwo,26,0,0,0,0,89,0,0,0,114,0,0,0.197329619,301.097,7.635257125,4.179281633,76.569,314403.1672,POINT (4.130987682 7.635257125),Osun,POINT (4.558789955700001 7.643681733666666),0.427885218,1044.192294,115,114,0.000365772,0.000362592,3,0.000188978,0.001421088,19.47150507,0.77378768,High,1,0.753261005,Prioritize urban/peri-urban service delivery,6.312050833
osun obokun,30,5,0,0,0,83,0,0,0,78,1,0,0.143101768,522.044,7.762044571,4.771781535,102.804,116153.1403,POINT (4.771781535 7.762044571),Osun,POINT (4.558789955700001 7.643681733666666),0.243670216,222.4968399,113,79,0.000972854,0.000680137,4,0.000643163,0.000466762,20.24477327,0.594495413,Medium,2,0.356316229,Prioritize urban/peri-urban service delivery,6.312050833
osun odo otin,2,2,76,0,0,69,0,1,0,0,0,0,0.077269192,278.912,7.99185323,4.682342996,83.094,157932.853,POINT (4.682342996 7.99185323),Osun,POINT (4.558789955700001 7.643681733666666),0.369443831,566.2461744,71,1,0.000449558,6.33E-06,3,0.000136459,0.001324589,24.75552445,0.646395806,Medium,1,0.379992548,Prioritize urban/peri-urban service delivery,6.312050833
osun ola oluwa,0,0,44,22,0,25,14,0,0,0,0,0,0.102145753,352.828,7.729953213,4.208475567,85.73,75780.5871,POINT (4.208475567 7.729953213),Osun,POINT (4.558789955700001 7.643681733666666),0.360781013,214.7805364,47,14,0.000620212,0.000184744,3,0.000475582,0.001022541,20.83063958,0.558060288,Medium,1,0.353820981,Prioritize urban/peri-urban service delivery,6.312050833
osun olorunda,78,0,0,0,0,21,0,0,0,17,1,0,1.451075095,107.371,7.84198011,4.578304143,54.689,283263.6037,POINT (4.578304143 7.84198011),Osun,POINT (4.558789955700001 7.643681733666666),0.199256241,2638.176078,99,18,0.000349498,6.35E-05,4,0.00055003,0.001855773,27.85562881,0.953342071,High,0,0.889530331,Prioritize urban/peri-urban service delivery,6.312050833
osun oriade,102,4,0,0,0,127,1,0,0,114,1,2,0.084149852,598.314,7.522684435,4.884528237,126.578,161227.8086,POINT (4.884528237 7.522684435),Osun,POINT (4.558789955700001 7.643681733666666),0.347484927,269.4702257,229,118,0.001420351,0.000731884,6,0.000312279,0.000580774,26.77856457,0.566186107,Medium,2,0.357272662,Prioritize urban/peri-urban service delivery,6.312050833
osun orolu,4,0,0,0,0,46,0,0,0,56,0,0,0.408804627,107.371,7.882402547,4.481376194,50.841,127308.5249,POINT (4.481376194 7.882402547),Osun,POINT (4.558789955700001 7.643681733666666),0.250959194,1185.688174,50,56,0.000392747,0.000439876,3,0.000344783,0.002337309,24.07360722,0.824377457,High,0,0.766549695,Prioritize urban/peri-urban service delivery,6.312050833
osun osogbo,37,5,0,0,0,66,0,0,0,88,1,0,1.170654683,107.371,7.745337152,4.584593584,50.841,268329.5385,POINT (4.584593584 7.745337152),Osun,POINT (4.558789955700001 7.643681733666666),0.104879222,2499.087635,103,89,0.000383856,0.000331682,4,0.000468433,0.000976793,24.07360722,0.911664482,High,0,0.877346081,Prioritize urban/peri-urban service delivery,6.312050833
oyo afijio,29,1,0,0,0,80,0,0,0,114,1,0,0.04616253,726.712,7.746654071,4.179281633,139.576,124193.2962,POINT (3.897557159 7.746654071),Oyo,POINT (3.794498973393939 7.8963422474242435),0.181734806,170.8975443,109,115,0.000877664,0.000925976,4,0.000270118,0.000250078,26.80767591,0.453473132,Medium,2,0.348782519,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo akinyele,54,0,0,0,0,86,0,0,0,114,1,2,0.367207778,480.453,7.561210468,4.179281633,107.414,427405.9482,POINT (3.916166361 7.561210468),Oyo,POINT (3.794498973393939 7.8963422474242435),0.356533677,889.5895087,140,117,0.000327557,0.000273744,5,0.000412783,0.000742078,24.01435186,0.803407602,High,0,0.742314676,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo atiba,7,0,0,0,0,76,0,0,0,114,1,0,0.019207565,1672.059,8.239317919,4.179281633,221.32,85458.0059,POINT (3.914362775 8.239317919),Oyo,POINT (3.794498973393939 7.8963422474242435),0.36331755,51.10944404,83,115,0.000971237,0.00134569,4,0.000375812,0.000217288,29.29474522,0.228309305,Low,2,0.007393453,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo atisbo,9,0,0,0,0,119,0,0,0,50,0,0,0.015737032,2700.759,8.351543458,4.179281633,270.565,98580.9121,POINT (3.23874736 8.351543458),Oyo,POINT (3.794498973393939 7.8963422474242435),0.718378729,36.50118804,128,50,0.001298426,0.000507198,3,0.000431138,0.000265991,27.10549857,0.202621232,Low,2,0.006117127,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo egbeda,19,0,0,0,0,22,0,0,0,56,0,0,0.564478988,189.234,7.39084547,4.179281633,67.203,427405.9482,POINT (4.059006136 7.39084547),Oyo,POINT (3.794498973393939 7.8963422474242435),0.570518213,2258.610758,41,56,9.59E-05,0.000131023,3,0.000249923,0.003014882,23.86591843,0.874442988,High,0,0.85513548,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibadan north,32,0,0,0,0,72,0,0,0,74,0,0,1.451075095,107.371,7.411897329,4.179281633,50.841,138047.5151,POINT (3.910474166 7.411897329),Oyo,POINT (3.794498973393939 7.8963422474242435),0.498133641,1285.705778,104,74,0.000753364,0.000536047,3,0.001128621,0.004639369,24.07360722,0.916120577,High,0,0.782084975,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibadan north east,38,1,0,0,0,47,0,0,0,54,0,0,1.451075095,107.371,7.37432652,4.179281633,50.841,367239.7494,POINT (3.931288725 7.37432652),Oyo,POINT (3.794498973393939 7.8963422474242435),0.539640488,3420.288061,85,54,0.000231456,0.000147043,3,0.000424255,0.005025943,24.07360722,0.963826999,High,0,0.953796748,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibadan north west,102,4,0,0,0,64,0,0,0,114,1,0,1.451075095,107.371,7.400765171,4.179281633,50.841,103405.5133,POINT (3.877505592 7.400765171),Oyo,POINT (3.794498973393939 7.8963422474242435),0.502480584,963.0674325,166,115,0.00160533,0.001112126,4,0.001506722,0.004679854,24.07360722,0.900917431,High,2,0.758940476,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibadan south east,10,0,0,0,0,23,3,0,0,39,1,0,1.451075095,107.371,7.335169824,4.179281633,50.841,230667.9071,POINT (3.904496922 7.335169824),Oyo,POINT (3.794498973393939 7.8963422474242435),0.571851412,2148.325964,33,43,0.000143063,0.000186415,5,0.000675445,0.005325939,24.07360722,0.940760157,High,0,0.849818998,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibadan south west,35,1,0,0,0,71,1,0,0,29,0,0,1.451075095,107.371,7.354409939,4.179281633,50.841,261598.0926,POINT (3.863996675 7.354409939),Oyo,POINT (3.794498973393939 7.8963422474242435),0.546370348,2436.394302,106,30,0.000405202,0.00011468,4,0.000595583,0.005088621,24.07360722,0.949672346,High,0,0.873117128,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibarapa central,68,0,0,0,0,29,0,0,0,63,0,2,0.015306557,456.471,7.426326887,4.179281633,88.205,77305.3312,POINT (3.237206152 7.426326887),Oyo,POINT (3.794498973393939 7.8963422474242435),0.72903342,169.3543099,97,65,0.001254765,0.000840822,4,9.04E-05,0.001597108,17.04406638,0.341284404,Medium,2,0.346965674,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibarapa east,102,0,0,0,0,31,0,0,0,114,0,2,0.023565315,822.403,7.607953274,4.179281633,141.334,97181.8493,POINT (3.492072629 7.607953274),Oyo,POINT (3.794498973393939 7.8963422474242435),0.417887418,118.16816,133,116,0.001368568,0.001193639,4,0.000199422,0.00050813,24.28894296,0.330537353,Medium,2,0.343912948,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ibarapa north,2,4,76,0,0,18,0,1,0,0,0,0,0.001000547,1247.332,7.646153703,4.179281633,139.251,78839.6793,POINT (3.159181341 7.646153703),Oyo,POINT (3.794498973393939 7.8963422474242435),0.682805098,63.20665172,20,1,0.000253679,1.27E-05,3,1.58E-05,0.000547412,15.54585387,0.12214941,Low,1,0.004250394,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ido,0,0,21,18,0,6,14,0,0,0,0,0,0.309835355,1071.133,7.506774701,4.179281633,174.546,427405.9482,POINT (3.711860236 7.506774701),Oyo,POINT (3.794498973393939 7.8963422474242435),0.398236154,399.0222953,24,14,5.62E-05,3.28E-05,3,0.000776486,0.00037179,28.44306554,0.719790301,High,1,0.704464021,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo irepo,0,0,41,22,0,43,14,0,0,0,0,0,0.01106363,1056.594,8.999792381,4.179281633,157.105,83762.3396,POINT (3.934771101 8.999792381),Oyo,POINT (3.794498973393939 7.8963422474242435),1.112330197,79.27580471,65,14,0.000776005,0.00016714,3,0.000139559,0.001052751,23.35994812,0.223328965,Low,1,0.0068188,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo iseyin,42,5,0,0,0,117,0,0,0,114,1,0,0.052676091,1351.944,7.864728388,4.179281633,187.88,279277.0715,POINT (3.533333082 7.864728388),Oyo,POINT (3.794498973393939 7.8963422474242435),0.263072345,206.5744376,159,115,0.000569327,0.000411777,4,0.000254998,0.000194588,26.10973117,0.491480996,Medium,1,0.351284349,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo itesiwaju,34,7,0,0,0,66,1,0,0,40,0,0,0.024488669,1371.911,8.188709393,4.179281633,204.175,75780.5871,POINT (3.511793442 8.188709393),Oyo,POINT (3.794498973393939 7.8963422474242435),0.406695175,55.23724724,100,41,0.001319599,0.000541036,4,0.000443336,0.000296444,30.38639578,0.26395806,Low,2,0.007815913,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo iwajowa,0,0,67,22,0,13,14,0,0,0,0,0,0.014564948,2333.834,8.004456367,4.179281633,257.165,79102.9911,POINT (3.021811143 8.004456367),Oyo,POINT (3.794498973393939 7.8963422474242435),0.780214808,33.89400921,35,14,0.000442461,0.000176984,3,0.00042972,0.000334306,28.33699279,0.191612058,Low,1,0.005666743,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo kajola,87,3,0,0,0,16,0,0,0,114,0,0,0.029034565,586.18,8.026391245,4.179281633,102.904,89013.0774,POINT (3.357533626 8.026391245),Oyo,POINT (3.794498973393939 7.8963422474242435),0.455907289,151.8528053,103,114,0.001157133,0.001280711,3,0.000191202,0.00077776,18.06481493,0.385321101,Medium,2,0.34671092,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo lagelu,0,0,26,0,0,25,1,1,0,0,0,0,0.322444508,267.979,7.494845905,4.179281633,74.062,427405.9482,POINT (4.046896825 7.494845905),Oyo,POINT (3.794498973393939 7.8963422474242435),0.474240433,1594.92329,25,2,5.85E-05,4.68E-06,3,0.000202169,0.001769693,20.46869286,0.824639581,High,0,0.799161072,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ogbomoso north,15,1,0,0,0,127,0,0,0,71,0,0,0.262089847,197.11,8.154479087,4.270447039,58.824,281077.3965,POINT (4.270447039 8.154479087),Oyo,POINT (3.794498973393939 7.8963422474242435),0.541443616,1425.992575,142,71,0.000505199,0.000252599,3,0.000183795,0.002746911,17.5549844,0.805504587,High,0,0.785043578,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ogbomoso south,28,2,0,0,0,87,0,0,0,114,0,1,0.064059928,107.371,8.079880583,4.233329183,50.841,157331.0128,POINT (4.233329183 8.079880583),Oyo,POINT (3.794498973393939 7.8963422474242435),0.475666137,1465.302668,115,115,0.000730943,0.000730943,4,4.37E-05,0.004430117,24.07360722,0.683093054,High,2,0.78737519,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ogo oluwa,0,0,63,22,0,10,14,0,0,0,0,0,0.037931336,473.845,7.942995866,4.221617071,121.498,75780.5871,POINT (4.221617071 7.942995866),Oyo,POINT (3.794498973393939 7.8963422474242435),0.429658503,159.9269531,32,14,0.000422272,0.000184744,3,0.000237179,0.000906749,31.15314925,0.421756225,Medium,1,0.347073788,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo olorunsogo,38,1,0,0,0,31,0,0,0,108,0,0,0.017465765,1037.665,8.751820952,4.179281633,155.408,75780.5871,POINT (4.090865619 8.751820952),Oyo,POINT (3.794498973393939 7.8963422474242435),0.905360151,73.02991534,69,108,0.000910523,0.001425167,3,0.000239159,0.000872498,23.27499382,0.246395806,Low,2,0.008037737,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo oluyole,22,1,0,0,0,65,0,0,0,22,1,0,0.233923664,765.234,7.183874333,4.179281633,117.299,427405.9482,POINT (3.877353437 7.183874333),Oyo,POINT (3.794498973393939 7.8963422474242435),0.717269399,558.5297415,87,23,0.000203554,5.38E-05,4,0.00041882,0.00093732,17.98019351,0.74102228,High,1,0.71456019,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo ona ara,33,1,0,0,0,39,0,0,0,114,1,1,0.147221981,310.448,7.250768902,4.179281633,84.841,286940.3863,POINT (4.040127642 7.250768902),Oyo,POINT (3.794498973393939 7.8963422474242435),0.69072309,924.278418,72,116,0.000250923,0.000404265,5,0.000159283,0.002224924,23.18583235,0.741284404,High,1,0.742999356,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo orelope,25,0,0,0,0,65,0,0,0,13,0,0,0.023050546,920.401,8.803832998,4.179281633,147.801,84976.4859,POINT (3.811437796 8.803832998),Oyo,POINT (3.794498973393939 7.8963422474242435),0.907648823,92.32550367,90,13,0.001059117,0.000152983,3,0.000249666,0.000986145,23.73436752,0.296461337,Low,1,0.008899111,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo oriire,4,1,76,0,0,11,0,1,0,2,0,0,0.024132934,1910.959,8.334229821,4.179281633,211.283,134256.6151,POINT (4.144232678 8.334229821),Oyo,POINT (3.794498973393939 7.8963422474242435),0.560409842,70.25614631,15,3,0.000111726,2.23E-05,4,0.000343499,0.000293261,23.36026366,0.275753604,Low,1,0.007819725,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo oyo,57,0,0,0,0,28,0,0,0,105,0,0,0.133724988,131.568,7.878777156,4.179281633,59.329,75780.5871,POINT (4.021316819 7.878777156),Oyo,POINT (3.794498973393939 7.8963422474242435),0.227496962,575.9803835,85,105,0.001121659,0.001385579,3,0.000232169,0.001729121,26.75369574,0.694626474,High,2,0.71521028,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo oyo east,57,0,0,0,0,51,0,0,0,55,1,0,0.075540216,526.294,7.941570227,4.179281633,105.775,359851.8343,POINT (3.821797048 7.941570227),Oyo,POINT (3.794498973393939 7.8963422474242435),0.052827597,683.7467923,108,56,0.000300124,0.00015562,4,0.00011048,0.000100377,21.2587463,0.65819135,Medium,1,0.389674298,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo saki east,32,1,0,0,0,59,0,0,0,33,1,2,0.021500784,1658.42,8.683201553,4.179281633,179.961,75780.5871,POINT (3.603791152 8.683201553),Oyo,POINT (3.794498973393939 7.8963422474242435),0.809640068,45.69444839,91,36,0.001200835,0.000475056,5,0.000470534,0.0004882,19.52820246,0.233027523,Low,2,0.007221475,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo saki west,38,8,0,0,0,58,0,0,0,114,0,0,0.017459954,2172.974,8.569798284,4.179281633,228.31,345995.7826,POINT (3.147185965 8.569798284),Oyo,POINT (3.794498973393939 7.8963422474242435),0.934107683,159.2268396,96,114,0.00027746,0.000329484,3,0.000109655,0.000429875,23.98807169,0.342070773,Medium,1,0.345954189,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
oyo surulere,102,3,0,0,0,92,0,0,0,114,0,2,0.02799161,799.216,8.07179199,4.414903225,128.203,118282.3147,POINT (4.414903225 8.07179199),Oyo,POINT (3.794498973393939 7.8963422474242435),0.644735642,147.9979313,194,116,0.001640144,0.000980705,4,0.000189135,0.00080671,20.56516537,0.375884666,Medium,2,0.346170478,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",4.986558724
plateau barkin ladi,0,0,76,17,0,10,9,0,0,0,0,0,0.034254173,856.055,9.556095409,8.912174316,166.41,164746.9802,POINT (8.912174316 9.556095409),Others,POINT (7.861919981644006 8.241528613347997),1.682593245,192.4490602,27,9,0.000163888,5.46E-05,3,0.000177991,0.00196552,32.34872537,0.440891219,Medium,1,0.34916756,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau bassa,36,6,0,0,0,29,1,0,0,45,1,1,0.041003515,1479.105,10.06732158,8.783184712,185.895,105978.6511,POINT (8.783184712 10.06732158),Others,POINT (7.861919981644006 8.241528613347997),2.045054684,71.65052589,65,48,0.000613331,0.000452921,6,0.000572271,0.00138263,23.36341979,0.329750983,Low,2,0.010298954,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau bokkos,33,1,0,0,0,37,5,0,0,70,0,0,0.004728884,1532.477,9.209305268,8.899430024,158.438,207532.9151,POINT (8.899430024 9.209305268),Others,POINT (7.861919981644006 8.241528613347997),1.418808916,135.4231842,70,75,0.000337296,0.000361388,4,3.49E-05,0.000925827,16.38040887,0.241153342,Low,1,0.010689948,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
